2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $8.19, Ref: $8.96, Gap: -8.59%, Volume: 1,760
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (62.0min) @ $7.73
2025-10-07 00:20:55 | INFO | bot.backtest.engine | Progress: 170000 bars processed, 154 trades, equity=$98551.38
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.37, Ref: $8.96, Gap: -17.80%, Volume: 25,621
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -16.96% @ $7.44 (Ref: $8.96, Vol: 101,702)
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.21
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.42, Ref: $8.96, Gap: -17.19%, Volume: 67,351
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -17.19% @ $7.42 (Ref: $8.96, Vol: 67,351)
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.31
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.50, Ref: $8.96, Gap: -16.24%, Volume: 17,858
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -15.57% @ $7.57 (Ref: $8.96, Vol: 59,522)
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.75
2025-10-07 00:20:55 | INFO | bot.backtest.engine | Progress: 171000 bars processed, 157 trades, equity=$98699.00
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.76, Ref: $8.96, Gap: -13.34%, Volume: 3,383
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.61, Ref: $8.96, Gap: -15.12%, Volume: 5,881
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.37, Ref: $8.96, Gap: -17.75%, Volume: 6,418
2025-10-07 00:20:55 | INFO | bot.backtest.engine | Progress: 172000 bars processed, 157 trades, equity=$98699.00
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.29, Ref: $8.96, Gap: -18.64%, Volume: 2,738
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.99, Ref: $8.96, Gap: -21.99%, Volume: 51,599
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -21.99% @ $6.99 (Ref: $8.96, Vol: 51,599)
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (61.0min) @ $7.01
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.97, Ref: $8.96, Gap: -22.21%, Volume: 8,682
2025-10-07 00:20:55 | INFO | bot.backtest.engine | Progress: 173000 bars processed, 158 trades, equity=$98600.44
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.89, Ref: $8.96, Gap: -23.05%, Volume: 4,459
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.89, Ref: $8.96, Gap: -23.10%, Volume: 18,440
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.45, Ref: $8.96, Gap: -16.91%, Volume: 35,170
2025-10-07 00:20:55 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -16.63% @ $7.47 (Ref: $8.96, Vol: 58,933)
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.48
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 174000 bars processed, 158 trades, equity=$98577.37
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.30, Ref: $8.96, Gap: -18.53%, Volume: 9,309
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.30, Ref: $8.96, Gap: -18.47%, Volume: 3,851
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.39, Ref: $8.96, Gap: -17.52%, Volume: 662
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 175000 bars processed, 159 trades, equity=$98501.85
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.29, Ref: $8.96, Gap: -18.69%, Volume: 300
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.34, Ref: $8.96, Gap: -18.08%, Volume: 271
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.30, Ref: $8.96, Gap: -18.53%, Volume: 291
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.05, Ref: $8.96, Gap: -21.26%, Volume: 3,179
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 176000 bars processed, 159 trades, equity=$98501.85
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.26, Ref: $8.96, Gap: -18.92%, Volume: 3,600
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.66, Ref: $8.96, Gap: -14.51%, Volume: 1,201
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.27, Ref: $8.96, Gap: -18.86%, Volume: 2,427
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.53, Ref: $8.96, Gap: -16.02%, Volume: 22,879
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -14.84% @ $7.63 (Ref: $8.96, Vol: 50,866)
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.59
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 177000 bars processed, 159 trades, equity=$98534.25
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.79, Ref: $8.96, Gap: -13.00%, Volume: 2,302
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.64, Ref: $8.96, Gap: -14.73%, Volume: 4,815
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.57, Ref: $8.96, Gap: -15.51%, Volume: 501
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 178000 bars processed, 160 trades, equity=$98624.81
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.33, Ref: $8.96, Gap: -18.25%, Volume: 323
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.02, Ref: $8.96, Gap: -21.65%, Volume: 1,100
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 179000 bars processed, 160 trades, equity=$98624.81
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.24, Ref: $8.96, Gap: -19.25%, Volume: 1,250
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.14, Ref: $8.96, Gap: -20.31%, Volume: 401
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.11, Ref: $8.96, Gap: -20.70%, Volume: 1,905
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.20, Ref: $8.96, Gap: -19.64%, Volume: 3,450
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 180000 bars processed, 160 trades, equity=$98624.81
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.27, Ref: $8.96, Gap: -18.86%, Volume: 101
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.60, Ref: $8.96, Gap: -15.18%, Volume: 300
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.46, Ref: $8.96, Gap: -16.74%, Volume: 351
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 181000 bars processed, 160 trades, equity=$98624.81
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.62, Ref: $8.96, Gap: -15.01%, Volume: 2,279
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.33, Ref: $8.96, Gap: -18.19%, Volume: 52,858
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -18.19% @ $7.33 (Ref: $8.96, Vol: 52,858)
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.18
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.83, Ref: $8.96, Gap: -23.72%, Volume: 85,012
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -23.72% @ $6.83 (Ref: $8.96, Vol: 85,012)
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $6.67
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 182000 bars processed, 161 trades, equity=$98611.10
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.77, Ref: $8.96, Gap: -24.44%, Volume: 5,817
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.07, Ref: $8.96, Gap: -21.09%, Volume: 448
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.15, Ref: $8.96, Gap: -20.20%, Volume: 15,800
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 183000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.12, Ref: $8.96, Gap: -20.48%, Volume: 1,616
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.96, Ref: $8.96, Gap: -22.38%, Volume: 2,712
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.09, Ref: $8.96, Gap: -20.81%, Volume: 2,124
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 184000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.08, Ref: $8.96, Gap: -21.04%, Volume: 478
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.05, Ref: $8.96, Gap: -21.32%, Volume: 1,350
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.28, Ref: $8.96, Gap: -18.81%, Volume: 6,274
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.60, Ref: $8.96, Gap: -15.18%, Volume: 24,021
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 185000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.25, Ref: $8.96, Gap: -19.08%, Volume: 177
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.14, Ref: $8.96, Gap: -20.26%, Volume: 277
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.28, Ref: $8.96, Gap: -18.75%, Volume: 600
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.17, Ref: $8.96, Gap: -19.92%, Volume: 217
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 186000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.89, Ref: $8.96, Gap: -23.10%, Volume: 2,502
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.03, Ref: $8.96, Gap: -21.60%, Volume: 724
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.76, Ref: $8.96, Gap: -24.55%, Volume: 2,317
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 187000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.83, Ref: $8.96, Gap: -23.72%, Volume: 323
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.94, Ref: $8.96, Gap: -22.54%, Volume: 100
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.98, Ref: $8.96, Gap: -22.10%, Volume: 1,183
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.75, Ref: $8.96, Gap: -24.72%, Volume: 339
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.76, Ref: $8.96, Gap: -24.55%, Volume: 15,135
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 188000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.92, Ref: $8.96, Gap: -22.71%, Volume: 662
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.92, Ref: $8.96, Gap: -22.82%, Volume: 2,633
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.20, Ref: $8.96, Gap: -19.70%, Volume: 4,959
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 189000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.72, Ref: $8.96, Gap: -25.00%, Volume: 2,461
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.46, Ref: $8.96, Gap: -27.85%, Volume: 3,201
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 190000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.50, Ref: $8.96, Gap: -27.51%, Volume: 1,911
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.40, Ref: $8.96, Gap: -28.57%, Volume: 1,542
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.28, Ref: $8.96, Gap: -29.91%, Volume: 2,482
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.33, Ref: $8.96, Gap: -29.41%, Volume: 1,015
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 191000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.53, Ref: $8.96, Gap: -27.12%, Volume: 800
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.41, Ref: $8.96, Gap: -28.52%, Volume: 100
2025-10-07 00:20:56 | INFO | bot.backtest.engine | Progress: 192000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:56 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.38, Ref: $8.96, Gap: -28.74%, Volume: 5,072
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.45, Ref: $8.96, Gap: -28.07%, Volume: 5,805
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 193000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.49, Ref: $8.96, Gap: -27.57%, Volume: 2,760
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.34, Ref: $8.96, Gap: -29.19%, Volume: 4,550
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.43, Ref: $8.96, Gap: -28.24%, Volume: 2,610
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.76, Ref: $8.96, Gap: -24.55%, Volume: 1,955
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 194000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.07, Ref: $8.96, Gap: -21.09%, Volume: 1,526
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.41, Ref: $8.96, Gap: -17.35%, Volume: 3,869
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 195000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.61, Ref: $8.96, Gap: -15.12%, Volume: 7,314
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.89, Ref: $8.96, Gap: -11.89%, Volume: 1,994
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.47, Ref: $8.96, Gap: -16.63%, Volume: 4,773
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 196000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.60, Ref: $8.96, Gap: -15.18%, Volume: 2,155
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.50, Ref: $8.96, Gap: -16.35%, Volume: 2,318
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.36, Ref: $8.96, Gap: -17.91%, Volume: 300
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 197000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.04, Ref: $8.96, Gap: -21.43%, Volume: 1,075
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.48, Ref: $8.96, Gap: -16.52%, Volume: 300
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.50, Ref: $8.96, Gap: -16.29%, Volume: 9,146
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 198000 bars processed, 162 trades, equity=$98649.29
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.71, Ref: $8.96, Gap: -13.95%, Volume: 33,133
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -12.17% @ $7.87 (Ref: $8.96, Vol: 60,959)
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $7.31
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.45, Ref: $8.96, Gap: -16.91%, Volume: 988
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.60, Ref: $8.96, Gap: -15.18%, Volume: 1,446
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 199000 bars processed, 163 trades, equity=$98550.75
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.93, Ref: $8.96, Gap: -22.66%, Volume: 5,916
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] ENTRY (SHORT): Gap -24.55% @ $6.76 (Ref: $8.96, Vol: 59,418)
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] EXIT (short): Max hold time (60.0min) @ $6.72
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.08, Ref: $8.96, Gap: -32.14%, Volume: 4,339
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.49, Ref: $8.96, Gap: -27.57%, Volume: 1,979
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 200000 bars processed, 164 trades, equity=$98452.24
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.59, Ref: $8.96, Gap: -26.45%, Volume: 2,707
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.44, Ref: $8.96, Gap: -28.12%, Volume: 14,924
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.66, Ref: $8.96, Gap: -25.67%, Volume: 906
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 201000 bars processed, 164 trades, equity=$98452.24
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.63, Ref: $8.96, Gap: -25.95%, Volume: 505
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.51, Ref: $8.96, Gap: -27.29%, Volume: 888
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.76, Ref: $8.96, Gap: -24.55%, Volume: 2,222
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.73, Ref: $8.96, Gap: -24.89%, Volume: 4,267
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 202000 bars processed, 164 trades, equity=$98452.24
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $6.92, Ref: $8.96, Gap: -22.77%, Volume: 820
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.13, Ref: $8.96, Gap: -20.42%, Volume: 1,224
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.36, Ref: $8.96, Gap: -17.86%, Volume: 3,649
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 203000 bars processed, 164 trades, equity=$98452.24
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.42, Ref: $8.96, Gap: -17.13%, Volume: 12,940
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.29, Ref: $8.96, Gap: -18.64%, Volume: 197
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.24, Ref: $8.96, Gap: -19.20%, Volume: 200
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 204000 bars processed, 164 trades, equity=$98452.24
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.56, Ref: $8.96, Gap: -15.63%, Volume: 1,708
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.63, Ref: $8.96, Gap: -14.84%, Volume: 1,705
2025-10-07 00:20:57 | INFO | bot.backtest.engine | Progress: 205000 bars processed, 164 trades, equity=$98452.24
2025-10-07 00:20:57 | INFO | bot.strategy.gap_and_go | [SOFI] Market open - Price: $7.70, Ref: $8.96, Gap: -14.12%, Volume: 1,678
